English,Bangla,Marma,label
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা সংসা,ntr
Can you tell me?,আপনি কি আমাকে বলতে পারেন?,কো ঙা ফ্র ন্হেংরেয় ল?,ntr
Let me check.,যাচাই করতে দাও,ক্রিহো পি,ntr
I am looking for a job.,আমি একটি চাকরি খুঁজছি,ঙা ত্খূ হ্রারে অ্লূ,ntr
Are you going?,তুমি কি যাচ্ছ?,লারেয় নাং ব্যা ল,ntr
Did you see anyone there?,আপনি সেখানে কাউকে দেখেছেন?,কো তয়্গম্সুগো ম্রাংতে ল?,ntr
Please give it to me.,দয়া করে আমাকে দিন,ত্খ্যাঃ য়াচা ঙাগো পি,pos
How much will it cost?,এটা কত খরচ হবে?,ইচা ম্নহ ফ্রহুলে?,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং য়াসু ছুই খুংব আথাউমা তাউরে,ntr
Do you live here?,তুমি কি এখানে থাকো?,ইংদেমা নাং নিংরে য়াং?,ntr
Please give it to me.,দয়া করে আমাকে দিন,য়াচা ত্খ্যাঃ পি,pos
This decision is final,এই সিদ্ধান্ত চূড়ান্ত,আটুং ইচা চা্গা,ntr
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,কো তিমি ম্রাং ল?,ntr
How are you?,আপনি কেমন আছেন,আকং হিঃরিল?,ntr
He praised him.,সে তাকে তারিফ করেছিল,য়াসু ঠুসুগো প্রবঃয়ে অ্কং,pos
Do you need this book?,তোমার কি এই বইটা দরকার?,নাক্ মা ই চাক্উঃ লু ল?,ntr
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
I am a vegetarian.,আমি একজন নিরামিষভোজী,হাংম্রু ঙা মাচা,ntr
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু ছুগ্যে, ঙো মু চু্ওয়েকেহো ব্যা",ntr
My sister has a job.,আমার বোনের চাকরি আছে,ঙো মিমি মা হিঃরে,ntr
You're so smart,আপনি খুব স্মার্ট,আ্মা কো পইংঞাস্যাং,pos
Don't worry.,কোন চিন্তা করো না,নাং ওউই,pos
Thanks for the information.,তথ্যের জন্য ধন্যবাদ,কিজু কিজুটাংরে,pos
This decision is final,এই সিদ্ধান্ত চূড়ান্ত,ইচা চা্গা আটুং,ntr
Thank you very much,তোমাকে অনেক ধন্যবাদ,নাক্ কো আ্মা কিজুটাং,pos
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ইলামা ঙাখ্ক এসেএওয়ব্যে,neg
What can I do for you?,আমি আপনার জন্য কি করতে পারি?,ঙা কিজু আ্চা প্যাংন্হেং হুলে,ntr
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,লোচা ইচা কোমাকো নাং য়াং,ntr
See you tomorrow,আগামীকাল দেখা হবে,ন্হাক্ আতুই ক্যামে,ntr
When was he born?,সে কখন জন্মেছিল?,জা্খা য়াসু মুইংরে লে?,ntr
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,য়াসু আ্ফা রে ম্রাং ররেখে,pos
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,আমা ঙো স্দি ফ্রোরাহু,pos
His shoes are red.,তার জুতা লাল,য়াসু র্রে,ntr
Whose idea is this?,এটা কার ধারণা?,আসু ত্য়ওচা লে,ntr
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,ঙো স্দি ফ্রোরাহু,pos
You should sleep,তোমার তো ঘুমানো উচিত,নাং গা রাহো টেং রে ব্যা,ntr
You don't understand me,তুমি আমাকে বোঝো না,নং ম্নালে ঙাগো,ntr
See you next year,সামনের বছর দেখা হবে,লেমে মা আ্তুই ক্যামে,ntr
Do you live here?,তুমি কি এখানে থাকো?,নাং ইংদেমা য়াং? নিংরে,ntr
Are you serious?,তুমি কি সিরিয়াস?,নাং ল? আম্হেং,neg
Do you understand?,তুমি কি বুঝতে পেরেছো?,নালেরি ল,ntr
His joy is evident on his face.,তার আনন্দ তার মুখে ফুটে উঠেছে,য়াসু প্যচা য়াসু ম্রাংরা রে ব্যা।,pos
Don't worry.,কোন চিন্তা করো না,ম্ছাগ্যে ওউই নাং,pos
Which team will win the game?,খেলা কোন দল জিতবে?,অংহো? আসু খ্যলা,pos
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং আস্যা ফ্রুল,neg
I am saving money.,আমি টাকা সঞ্চয় করছি,ঙা খেংরে,ntr
I don't speak very well.,আমি খুব ভাল কথা বলি না,আকোং চ্গা মপ্র,neg
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,ঙো দদ/অ্ম্মি/অ্দঃ নিংড়ে ইংমা খ্যাংখাফ্র,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,ঙা নাক্ লা রুউরে,neg
I am lost,আমি হারিয়ে গিয়েছি।,প্তগক ঙা ফাব্যা,neg
It was very difficult.,এটা খুব কঠিন ছিল,ইচা আমা লিরে,neg
Why are you drying your hair?,তুমি চুল শুকাচ্ছ কেন?,নাং ছেংবাং আস্যা লে?,ntr
I miss you.,আমার আপনাকে মনে পরছে,তোওড়ারেয় কোগো ঙা,neg
Get well soon.,শীঘ্রই সুস্থ হয়ে উঠুন,আয়াং আকং কেন্থা ফ্রপ থা,pos
Have you eaten?,তুমি কি খেয়েছ?,নাং চা ল?,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,ন্হেং চা ঙা রেব্যা,pos
She didn't speak.,তিনি কথা বলেননি,ম্প্রলি চাগা য়াসু,ntr
It was really cheap.,এটা সত্যিই সস্তা ছিল,ইচা এ্তেং অ্কংকং হিলিরে,ntr
Will you stay home?,তুমি কি বাড়িতে থাকবে,নাং ল? নিং হো ইংমা,ntr
Have a nice day.,আপনার দিনটি শুভ হোক,কো রা্ক ফ্রলি আকং,pos
His proposal was accepted in the meeting.,সভায় তার প্রস্তাব গৃহীত হয়,মিটিং ফ্ররে য়াসু চ্গা মা,pos
Can you hear me?,তুমি কি আমার কথা শুনতে পাচ্ছ?,ঙা চাগা ক্রারেয় ল?,ntr
I can't hear you.,আমি তোমাকে শুনতে পাচ্ছি না,ঙা ম্ক্রা প্রচাগো নাাং,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,নাং মা টুংগব্যায়াং?,ntr
It really takes time.,এটা সত্যিই সময় লাগে,ইচা আখ্যিং অ্কংকং লুরেয়,ntr
I am happy to see you.,তোমাকে দেখে খুসি হলাম,না্ককো ক্রিব আ্মা হাউরে,pos
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,ত্খোঃ আ্কং আ্ত্যগ্,pos
Have you eaten?,তুমি কি খেয়েছ?,নাং চা ব্যা,ntr
"If I had money, I could buy it",আমার কাছে টাকা থাকলে আমি কিনতে পারতাম,ঙা মা টেঙা ঙা লিসউ ওউইন্হেং লি হো,ntr
We can change,আমরা পরিবর্তন করতে পারি,ঙো ল্হি রে,ntr
We started walking,আমরা হাঁটতে শুরু করলাম,ঙো সোওয়ারেব্যা,ntr
I am happy to see you.,তোমাকে দেখে খুসি হলাম,না্ককো ঙা আ্মা হাউরে,pos
I have no idea,আমার কোন ধারণা নাই,মি্সি ত্খোবাং ঙা,neg
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা সংসা খংড,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,চা ঙা ন্হেং রেব্যা,pos
Can I open the door?,আমি কি দরজা খুলতে পারি?,ঙা তৈংখা ল? হ ল্হন্হেং,ntr
You made me happy,তুমি আমাকে খুশি করেছো,নাং গো ঙা অপ্য পিরে,pos
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,নাং লাহো লিজং ল,ntr
She didn't speak.,তিনি কথা বলেননি,য়াসু চাগা,ntr
Have a nice day.,আপনার দিনটি শুভ হোক,রা্ক আকং ফ্রলি,pos
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো আমা ক্রিরি,ntr
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",য়াসু লেহো ছুগ্যে গো চং ছু ল,ntr
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,অওয়ে নাং ওয়েব্যল,ntr
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো লা ন্হেং হো ব্যালঃ,pos
Do you want to come?,তুমি কি আসতে চাও?,লেখ্যাংরে নাং ল?,pos
You are late.,তুমি দেরী কোরেছো,নাং ক্রাফাব্যা,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু খেহো আমা সায়ারেয়,pos
Can you feel me?,তুমি কি আমাকে অনুভব করছো?,নাং ঙাগো তুইরে,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,চা ফেচং লারেয়,ntr
Have a nice trip.,আপনার যাত্রা শুভ হোক,কো রা্ক আকং,pos
That's my son.,যে আমার ছেলে,ঙা য়াচা সাঃ,ntr
I miss you.,আমার আপনাকে মনে পরছে,কোগো তোওড়ারেয়,neg
Will you kill me?,তুমি কি আমাকে মেরে ফেলবে?,য়াসু সেব্ল হব্যা ল?,neg
Thank you for coming,আসার জন্য আপনাকে ধন্যবাদ,কিজুতাংবারে কিজু কোগো লেটিঃ,pos
I am looking for a room.,আমি একটি রুম খুঁজছি,ত্দ ত ঙা হ্রারে,ntr
I love you.,আমি তোমায় ভালোবাসি,ক্রতে নাক্ কো ঙা,pos
Can you come?,তুমি কি আসতে পারবে?,লেনহেং হোলঃ?,ntr
His smile was funny.,তার হাসি হাস্যকর ছিল,হা্কচা আ্মা রিখ্যং ফুওয়ে,pos
That's my book.,যে আমার বই,চা ঙা য়াচা ঊঃ,ntr
You can go,তুমি যেতে পার,নাং ন্হেং লা মি ব্যা,ntr
See you next week,পরের সপ্তাহে দেখা হবে,খালেয় মা আ্তুই ক্যামে,ntr
What can I say?,আমি কি বলতে পারি?,ঙা প্র হোলঃ? ন্হেং,ntr
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু ঙো ছুগ্যে, রু্ওয়ারে মু চু্ওয়েকেহো ব্যা",ntr
When do you study?,আপনি কখন পড়াশোনা করেন?,কো জ্খা ফেটে চা লে,ntr
Will you come here?,তুমি কি এখানে আসবে,নাং ইদু ল? লেহো,ntr
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,নাং লা আতুই কংহারে,pos
My hair has grown very long,আমার চুল অনেক লম্বা হয়েছে,ঙা মা ছেংবাং হ্রীব্যা এর্মা,ntr
They hit.,তারা আঘাত করেছিল,আসু লে? বুড়েয়,ntr
I am angry with him.,আমি তার সাথে রাগান্বিত,ঙা য়াসু গো তাউতে,neg
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,ম্যা ঙা আফা্কসা,pos
My wife is a doctor.,আমার স্ত্রী একজন ডাক্তার,ঙা ছিক্রিসামা/ডাওঃতমা ম্যা,ntr
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,আলাউগ কো তখ্যাগ পি,pos
This is my friend,এই আমার বন্ধু,আফাসা ঙা ইচা,pos
Did you like the movie?,তুমি কি সিনেমাটি পছন্দ করেছ?,নাং য়া বওয়ে আহ্লা ম্রাং টি ল?,pos
I can't hear you.,আমি তোমাকে শুনতে পাচ্ছি না,ঙা নাাং প্রচাগো,ntr
When will you finish your work?,আপনি কখন কাজ শেষ করেছেন?,তুংরে জ্খা আলু কোমা লে?,ntr
Where is my lungi?,আমার লুঙ্গি কোথায়?,ঙা্ক লঙ্গি,ntr
They got married,তারা বিয়ে করেছে,য়াস্রো ম্জেকেব্যা,ntr
Let me see.,আমাকে দেখতে দাও,ক্রিহো গো ঙা পি,ntr
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,ইচা নাং কোমাকো লোচা য়াং,ntr
What is your destination?,আপনার গন্তব্য কি?,আদো কো লারে লে?,ntr
It was nice to meet you,তোমার সাথে দেখা হয়ে ভালো লাগলো।,ক্যাব লে আতুই না্ক কং হারে,pos
Which team will win the game?,খেলা কোন দল জিতবে?,আসু অংহো?,pos
Did you take a shower?,তুমি কি গোসল করেছ?,রি খ্যুব্যা য়াং?,ntr
See you next week,পরের সপ্তাহে দেখা হবে,লেমি আ্তুই মা খালেয় ক্যামে,ntr
This river is beautiful,এই নদী সুন্দর,ই হ্লারে খ্যং,pos
That's my son.,যে আমার ছেলে,য়াচা সাঃ ঙা,ntr
She was alone.,তিনি একা ছিলেন,য়াঃসু খ্যাং হিঃরেলেয়,neg
I love you.,আমি তোমায় ভালোবাসি,ঙা নাক্ ক্রতে কো,pos
I am happy to see you.,তোমাকে দেখে খুসি হলাম,আ্মা ক্রিব ঙা না্ককো হাউরে,pos
I am very happy.,আমি অত্যন্ত খুশি,ঙা আমা রেয় প্য়,pos
Did you like the movie?,তুমি কি সিনেমাটি পছন্দ করেছ?,নাং য়া বওয়ে আহ্লা ম্রাং টি ল ল?,pos
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,ঙা হোলে? মজং প্যাংবো কুনহেং নাকো,pos
My hair has grown very long,আমার চুল অনেক লম্বা হয়েছে,ঙা ছেংবাং এর্মা হ্রীব্যা,ntr
Is the job still available?,চাকরি কি এখনও পাওয়া যায়?,সাগ্রী লে সৌ রারে ল?,ntr
When do you study?,আপনি কখন পড়াশোনা করেন?,কো জ্খা চা ফেটে,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং য়াসু ছুই আথাউমা তাউরে,ntr
There are many fish in this lake,এই হ্রদে অনেক মাছ আছে,ই ঙাঃ মা এর্মা ওয়েইং হিরিরে,ntr
Come and see me now,এসো এবং এখন আমাকে দেখতে,ঙা গো ক্রিজং ল্লে,ntr
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো কং মা রে তুইরে ল?,pos
Where do you want to go?,আপনি কোথায় যেতে চান?,কো আদো লে? রে লাখ্যাং,pos
Do you love me or not?,তুমি আমাকে ভালোবাসো কি না,গো ঙা নাং ক্রোতি ল ম্ক্র ল,pos
Will he come?,সে কি আসবে?,সু লেহুঁ ল,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে,নাং রো ইংসারো হিরিলে,ntr
I am counting on you.,আমি তোমার উপর নির্ভর করছি,না্গকোরা সিরিব্যা,ntr
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো মা কং রে ল? তুইরে,pos
What can I say?,আমি কি বলতে পারি?,ঙা প্র হোলঃ?,ntr
Do you want to come?,তুমি কি আসতে চাও?,লেখ্যাংরে ল?,pos
I am very sorry.,আমি খুবই দুঃখিত,ঙা গা হ্রুওয়ে,neg
I am very happy.,আমি অত্যন্ত খুশি,আমা প্য় রেয়,pos
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা অ্মঃ ব্রি রে ন্হেং,ntr
We started walking,আমরা হাঁটতে শুরু করলাম,ঙো সোওয়ারেব্যা,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে?,নাং ইংসা রোনা ম্জং লে?,ntr
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
How deep is the lake?,লেকের গভীরতা কত?,ওয়েই ম্নহ আ্নাক্ লে?,ntr
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,কো তিমি ব্যা ল?,ntr
Don't worry.,কোন চিন্তা করো না,নাং ম্ছাগ্যে,pos
His brother is patient.,তার ভাই ধৈর্যশীল,য়াসু আকোসি আ্মা সিখেং রে,ntr
Whose decision was final?,কার সিদ্ধান্ত চূড়ান্ত ছিল?,আসু চ্গালা?,ntr
Do you want to come?,তুমি কি আসতে চাও?,নাং ল? লেখ্যাংরে,pos
See you next year,সামনের বছর দেখা হবে,লেমে মা আ্তুই ক্যামে,ntr
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,চ্গা য়াসু ম্নাথংলি,neg
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,য়াসু ফ্ররে আকং ইংমাউ,pos
I am ready to start.,আমি শুরু করতে প্রস্তুত,চা ঙা ন্হেং রেব্যা,pos
How are you?,তোমার কী অবস্থা,ম্জংহীরে নাং লে,ntr
They praise each other,তারা একে অপরের প্রশংসা করে,ইয়াস্রু প্রগেতে ত্যক আকং ত্যক্কো,pos
There was no one there,সেখানে কেউ ছিল না,য়াদে মিহিলি,neg
I am looking for a job.,আমি একটি চাকরি খুঁজছি,ঙা অ্লূ হ্রারে,ntr
His shoes are red.,তার জুতা লাল,ফ্নেং য়াসু র্রে,ntr
See you next week,পরের সপ্তাহে দেখা হবে,লেমি ক্যামে মা আ্তুই খালেয়,ntr
His face was still young.,তার মুখ তখনও তরুণ,আ্ম ম্যাঙন্হা য়্খালে য়াসু,ntr
Have a lot of money,অনেক টাকা আছে,এর্মা হীরে,ntr
His house is very tall.,তার বাড়ি অনেক লম্বা,য়াসু এরমা ইং আহ্রি,ntr
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা কো লা চ্গা ম্হক্,neg
Will you stay home?,তুমি কি বাড়িতে থাকবে,নিং ইংমা নাং হো ল?,ntr
She got angry.,সে রেগে গেল,য়াসু মেং,neg
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,আমা ঙাগো ক্রিরি য়াসু,ntr
We can change,আমরা পরিবর্তন করতে পারি,ঙো ন্হেং রে,ntr
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,ঙা ম্যা য়াসু আফা্কসা,pos
She was alone.,তিনি একা ছিলেন,খ্যাং নুং য়াঃসু হিঃরেলেয়,neg
Are you serious?,তুমি কি সিরিয়াস?,আম্হেং নাং ল?,neg
You should sleep,তোমার তো ঘুমানো উচিত,রে গা ওউই রাহো টেং নাং ব্যা,ntr
His wife is Indian.,তার স্ত্রী ভারতীয়,ম্যা য়াসু খংড সংসা,ntr
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,আওকং প্যাংহো কিজু সমস্যা হীরে,neg
I am very sorry.,আমি খুবই দুঃখিত,খোয়ং গা ঙা হ্রুওয়ে,neg
Do you want to come?,তুমি কি আসতে চাও?,নাং লেখ্যাংরে,pos
Thank you for everything,সবকিছুর জন্য ধন্যবাদ,কিজুতাংরে কিজু আ্কুংজুং,pos
Can I ask you a question?,আমি কি তোমাকে একটা প্রশ্ন করতে পারি?,ঙা নাগকো টখও মিং ন্হেং হো,ntr
I have no idea,আমার কোন ধারণা নাই,ঙা ত্খোবাং,neg
I am a vegetarian.,আমি একজন নিরামিষভোজী,হাংম্রু ঙা মাচা,ntr
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,নাং লিজং লাহো,ntr
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,ন্গ্যবলে? গ্নি আচাস্যা নাং,neg
I am very sorry.,আমি খুবই দুঃখিত,গা ঙা খোয়ং হ্রুওয়ে,neg
Can I ask you a question?,আমি কি তোমাকে একটা প্রশ্ন করতে পারি?,ঙা নাগকো টখও মিং হো ল?,ntr
Thanks for your help,আপনার সাহায্যের জন্য ধন্যবাদ,কোউরে কিজু কিজুতাংবারে কোগো,pos
Will you come here?,তুমি কি এখানে আসবে,লেহো ইদু নাং ল?,ntr
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা খংড,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু খেহো সায়ারেয় আমা,pos
Can she run fast?,সে দ্রুত দৌড়াতে পারে,নহেং অম্ ব্রি য়াসু রেয়,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,ঙা গো সাং হো ল?,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
They are both in the room.,তারা দুজনেই রুমে আছে,ত ন্হয়চঙং ইয়াশ্রু মা হিরে,ntr
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,ঙো দদ/অ্ম্মি/অ্দঃ খ্যাংখাফ্র ইংমা,ntr
His face was still young.,তার মুখ তখনও তরুণ,য়াসু য়্খালে ম্যাঙন্হা আ্ম,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,নাক্ ঙা কো অ্কংকং অউমিংরে,neg
They're good people,তারা ভালো মানুষ,য়াস্রু আ্মা আঁকং,pos
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,নিংড়ে দদ/অ্ম্মি/অ্দঃ খ্যাংখাফ্র ইংমা ঙো,ntr
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো আগো লা হো ব্যালঃ,pos
How do you get to school?,তুমি কিভাবে স্কুলে আস?,নাং ম্জং চাক্যং দো লেটে লে?,ntr
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,অওয়ে ওয়েব্যল,ntr
Will it rain today?,আজ কি বৃষ্টি হবে?,মোঃ ওয়রাহলঃ,ntr
He praised him.,সে তাকে তারিফ করেছিল,ঠুসুগো অ্কং প্রবঃয়ে,pos
Just a moment,শুধু একটা মুহূর্ত,ত্খ্যাঃসে ব্যা/ ত্ছংস্যে,ntr
I am fine.,আমি ভালো আছি,আকং ঙা হিরি,pos
It really takes time.,এটা সত্যিই সময় লাগে,লুরেয় অ্কংকং আখ্যিং ইচা,ntr
Will you stay home?,তুমি কি বাড়িতে থাকবে,নাং ইংমা ল? হো নিং,ntr
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,থি কোগো ঙা ন্হেং হোলঃ?,pos
I am taller than you.,আমি আপনার চাইতে লম্বা,হ্রিরে কোস্থা ঙা,ntr
It's nice to see you,তোমাকে দেখে ভাল লাগলো,নাক্ কো ম্রাং প্যহারে,pos
This is not a joke,এটি তামাশা না,ইচা ম্হক্ স্যইংচা,neg
His smile was funny.,তার হাসি হাস্যকর ছিল,হা্কচা য়াসু আ্মা রিখ্যং ফুওয়ে,pos
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজু কিজুটাংরে,pos
It was a very big room,এটি একটি খুব বড় রুম ছিল,হিলিরে এর্মা ত আ্সেং য়াচা,ntr
I am busy right now.,আমি এই মুহূর্তে ব্যস্ত,ঙা অ্লুমা,ntr
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,হোলঃ? কোগো থি ন্হেং ঙা,pos
Can you hear me?,তুমি কি আমার কথা শুনতে পাচ্ছ?,নাং ঙা ক্রারেয় ল?,ntr
She is a teacher.,সে একজন শিক্ষিকা,য়াসুু ছ্রামা/চাখ্যাসা মা,ntr
That's my book.,যে আমার বই,য়াচা ঊঃ চা ঙা,ntr
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,নাক্ ঙা কো ম্জালে,pos
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা আড়া মা লে?,neg
It's so cheap,এটা খুব সস্তা,ইচা আঁটেং এর্মা,ntr
They are both in the room.,তারা দুজনেই রুমে আছে,ন্হয়চঙং ত মা হিরে,ntr
His wife is Indian.,তার স্ত্রী ভারতীয়,ম্যা খংড সংসা,ntr
"No, I will eat later.","না, আমি পরে খাব","ইন্হি, ঙা নঃউকা",neg
They are both good teachers,তারা দুজনেই ভালো শিক্ষক,নহইয়ক ইয়াস্রু চুং অকং চাখ্যা ছ্ড়া,pos
Have a lot of money,অনেক টাকা আছে,টেঙা এর্মা হীরে,ntr
When do you study?,আপনি কখন পড়াশোনা করেন?,চা জ্খা কো ফেটে লে,ntr
I am saving money.,আমি টাকা সঞ্চয় করছি,খেংরে তেংগা ঙা,ntr
I miss you.,আমার আপনাকে মনে পরছে,কোগো তোওড়ারেয়,neg
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
This is my book,এটা আমার বই,ইচা ঊঃ চা ঙা,ntr
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
Will you help me?,আপনি কি আমাকে সাহায্য করবেন?,কো ঙাগো ত্খ্যাক্ কু হো ন্হেং ল?,pos
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ত্খু্বাং,ntr
I can't come.,আমি আসতে পারব না,ঙা ম্লেন্হেং/ ঙা লেহো ম্নংই,ntr
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা ব্রি অ্মঃ ন্হেং রে,ntr
Let me think about it,আমাকে এটা সম্পর্কে চিন্তা করতে দিন,ঙাগো য়ুব ছাংখ্রাহো পি,ntr
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,য়াসু ঙা আফা্কসা,pos
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো অফা/ আফা/ বাবা হিরে,ntr
They are both in the room.,তারা দুজনেই রুমে আছে,ইয়াশ্রু মা ত ন্হয়চঙং হিরে,ntr
She didn't speak.,তিনি কথা বলেননি,য়াসু চাগা,ntr
Do you smoke?,তুমি কি ধুমপান কর,সউতে ছুঁইলি নাং ল?,ntr
This decision is final,এই সিদ্ধান্ত চূড়ান্ত,ইচা আটুং,ntr
Do you love me or not?,তুমি আমাকে ভালোবাসো কি না,নাং ঙা ল ক্রোতি গো ম্ক্র ল,pos
When do you study?,আপনি কখন পড়াশোনা করেন?,জ্খা চা ফেটে লে,ntr
Have you eaten?,তুমি কি খেয়েছ?,নাং ব্যা ল?,ntr
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ত্খু্বাং,ntr
How much will it cost?,এটা কত খরচ হবে?,ফ্রহুলে? ম্নহ খ্র ইচা,ntr
Her eyes were blue.,তার চোখ নীল,ক্রোং মা য়াসু ম্ক্রযাচি,ntr
His family is very big.,তার পরিবার অনেক বড়,য়াস্রো ইংসা আগ্রি,ntr
How can I help you?,আপনাকে কিভাবে সাহায্য করতে পারি?,কোগো ম্জং প্য়াংব হোলে? কোওন্হেং,pos
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
What can I say?,আমি কি বলতে পারি?,ঙা হোলঃ? ন্হেং প্র,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,নাং মা টুংগব্যায়াং?,ntr
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং গ্নি খরুইকা ক্রাব লেটেলে?,ntr
I am not a teacher.,আমি একজন শিক্ষক নই,খ্যাসা ত্যউ চা ঙা ম্হ,ntr
They stopped talking,তাদের কথা বলা বন্ধ,য়াসু মা চ্গা,neg
Where do you have pain?,তোমার কোথায় ব্যথা আছে?,নাগ মা আডে,neg
There was a sudden change in the weather,আবহাওয়ার হঠাৎ পরিবর্তন ছিল,লি প্পপাং পয়াংব হ্লিরি,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,মা নাং অলু টুংগব্যায়াং?,ntr
Do you need anything?,তোমার কোন কিছু দরকার?,নাক্ মা ত্খুক্ ম্সা লু ল?,ntr
I am sorry.,আমি দুঃখিত,গো খোয়ং হ্রুওয়ে,neg
Can I help you?,আমি কি সাহায্য করতে পারি?,কুহু ঙা নুইং হোলঃ?,pos
I don't speak very well.,আমি খুব ভাল কথা বলি না,মপ্র আকোং চ্গা ঙা,neg
Don't talk about work,কাজের কথা বলবেন না,চ্গাগো অ্লু ম্প্রগ্যে,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,নাং ঙা গো সাং হো,ntr
Her smile was good.,তার হাসি ভাল ছিল,হ্লারে রেছা য়াসু,pos
I am very happy.,আমি অত্যন্ত খুশি,ঙা আমা রেয়,pos
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,ইংমাউ য়াসু আকং ফ্ররে,pos
